	time	x	y	theta	v	omega
0	3.07	0.000	0.000	1.5708	1.829	-0.971
1	3.14	0.000	0.125	1.5046	0.000	0.000
2	3.21	0.000	0.125	1.5046	0.000	0.000
3	3.27	0.000	0.125	1.5046	0.000	0.000
4	3.35	0.000	0.125	1.5046	0.000	0.000
5	3.42	0.000	0.125	1.5046	0.000	-0.000
6	3.49	0.000	0.125	1.5046	-0.000	0.000
7	3.57	-0.000	0.125	1.5046	-0.000	0.000
8	3.64	-0.000	0.125	1.5046	0.000	-0.000
9	3.71	0.000	0.125	1.5046	-0.000	0.000
10	3.79	-0.000	0.125	1.5046	-0.000	0.000
11	3.86	-0.000	0.125	1.5046	-0.000	0.000
12	3.93	-0.000	0.125	1.5046	0.000	-0.000
13	4.02	-0.000	0.125	1.5046	0.000	0.000
14	4.09	-0.000	0.125	1.5046	0.003	0.002
15	4.17	0.000	0.125	1.5048	0.014	-0.000
16	4.24	0.000	0.126	1.5048	0.025	-0.000
17	4.31	0.000	0.128	1.5047	0.034	-0.002
18	4.39	0.000	0.130	1.5046	0.043	-0.003
19	4.46	0.001	0.133	1.5044	0.055	0.002
20	4.53	0.001	0.137	1.5045	0.068	0.001
21	5.22	0.004	0.184	1.5053	0.091	0.001
22	5.29	0.004	0.190	1.5054	0.099	-0.002
23	5.35	0.005	0.197	1.5053	0.089	0.007
24	5.43	0.005	0.204	1.5058	0.069	0.007
25	5.50	0.006	0.209	1.5063	0.061	0.011
26	5.57	0.006	0.213	1.5071	0.046	0.010
27	5.65	0.006	0.217	1.5079	0.029	0.019
28	5.72	0.006	0.219	1.5092	0.024	0.025
29	5.79	0.006	0.220	1.5109	0.009	0.022
30	5.87	0.006	0.221	1.5127	-0.004	0.017
31	5.94	0.006	0.221	1.5138	-0.008	0.030
32	6.01	0.006	0.220	1.5159	-0.015	0.033
33	6.09	0.006	0.219	1.5186	-0.016	0.025
34	6.16	0.006	0.218	1.5203	-0.016	0.028
35	6.22	0.006	0.217	1.5222	-0.015	0.028
36	6.29	0.006	0.216	1.5241	-0.009	0.030
37	6.36	0.006	0.215	1.5262	-0.007	0.025
38	6.43	0.006	0.215	1.5279	-0.001	0.024
39	6.52	0.006	0.214	1.5299	0.001	0.024
40	6.58	0.006	0.215	1.5316	0.005	0.022
41	6.67	0.006	0.215	1.5334	0.007	0.027
42	6.74	0.006	0.216	1.5353	0.011	0.025
43	6.81	0.006	0.216	1.5371	0.011	0.028
44	6.88	0.006	0.217	1.5390	0.012	0.028
45	6.94	0.006	0.218	1.5409	0.014	0.032
46	7.01	0.006	0.219	1.5431	0.013	0.025
47	7.08	0.006	0.220	1.5448	0.014	0.026
48	7.15	0.006	0.221	1.5466	0.014	0.027
49	7.23	0.006	0.222	1.5488	0.015	0.027
50	7.30	0.006	0.223	1.5507	0.015	0.026
51	7.37	0.006	0.224	1.5525	0.015	0.027
52	7.45	0.006	0.225	1.5547	0.014	0.027
53	7.52	0.006	0.226	1.5565	0.012	0.024
54	7.60	0.006	0.227	1.5584	0.010	0.019
55	7.66	0.006	0.228	1.5597	0.009	0.017
56	7.74	0.006	0.228	1.5610	0.009	0.014
57	7.81	0.006	0.229	1.5620	0.008	0.007
58	7.88	0.006	0.229	1.5624	0.007	0.008
59	7.95	0.006	0.230	1.5629	0.007	0.006
60	8.02	0.006	0.230	1.5634	0.007	0.001
61	8.09	0.006	0.231	1.5634	0.005	0.005
62	8.17	0.006	0.231	1.5639	0.005	0.004
63	8.24	0.006	0.232	1.5642	0.005	0.004
64	8.30	0.006	0.232	1.5645	0.005	0.005
65	8.39	0.006	0.233	1.5649	0.005	0.005
66	8.46	0.006	0.233	1.5652	0.004	0.007
67	8.52	0.006	0.233	1.5657	0.004	0.006
68	8.61	0.006	0.233	1.5662	0.003	0.007
69	8.67	0.006	0.234	1.5666	0.003	0.007
70	8.74	0.006	0.234	1.5671	0.004	0.005
71	8.82	0.006	0.234	1.5675	0.003	0.009
72	8.89	0.006	0.234	1.5682	0.003	0.004
73	8.96	0.006	0.235	1.5684	0.003	0.004
74	9.04	0.006	0.235	1.5688	0.003	0.002
75	9.11	0.006	0.235	1.5689	0.002	0.002
76	9.18	0.006	0.235	1.5690	0.002	0.000
77	9.26	0.006	0.235	1.5690	0.000	0.000
78	9.33	0.006	0.235	1.5690	0.000	0.000
79	9.40	0.006	0.235	1.5690	0.000	0.000
80	9.46	0.006	0.235	1.5690	0.000	0.000
81	9.53	0.006	0.235	1.5690	-0.001	0.001
82	9.60	0.006	0.235	1.5691	-0.000	0.001
83	9.68	0.006	0.235	1.5692	-0.000	-0.000
84	9.75	0.006	0.235	1.5692	-0.001	0.003
85	9.82	0.006	0.235	1.5694	-0.000	0.000
86	9.90	0.006	0.235	1.5694	0.000	0.000
87	9.97	0.006	0.235	1.5694	-0.000	0.000
88	10.04	0.006	0.235	1.5694	0.000	0.000
89	10.11	0.006	0.235	1.5695	0.000	-0.000
90	10.18	0.006	0.235	1.5694	0.000	0.000
91	10.25	0.006	0.235	1.5694	0.000	0.000
92	10.34	0.006	0.235	1.5694	-0.000	0.000
93	10.41	0.006	0.235	1.5695	-0.000	-0.000
94	10.47	0.006	0.235	1.5694	0.000	0.000
95	10.54	0.006	0.235	1.5695	0.000	0.000
96	10.61	0.006	0.235	1.5695	-0.000	0.000
97	10.69	0.006	0.235	1.5695	-0.001	0.003
98	10.76	0.006	0.235	1.5697	-0.001	0.003
99	10.84	0.006	0.235	1.5699	-0.001	0.003
100	10.91	0.006	0.235	1.5701	-0.003	0.003
101	10.98	0.006	0.235	1.5703	-0.002	0.005
102	11.04	0.006	0.235	1.5707	-0.002	0.007
103	11.11	0.006	0.235	1.5712	-0.002	0.005
104	11.18	0.006	0.235	1.5716	-0.002	0.008
105	11.26	0.006	0.234	1.5722	-0.002	0.006
106	11.33	0.006	0.234	1.5727	-0.002	0.006
107	11.41	0.006	0.234	1.5731	-0.001	0.004
108	11.48	0.006	0.234	1.5734	-0.001	0.004
109	11.56	0.006	0.234	1.5737	-0.001	0.004
110	11.63	0.006	0.234	1.5740	-0.001	0.002
111	11.70	0.006	0.234	1.5742	-0.001	0.003
112	11.78	0.006	0.234	1.5744	-0.001	0.002
113	11.84	0.006	0.234	1.5746	0.000	0.000
114	11.91	0.006	0.234	1.5746	-0.000	-0.000
115	11.99	0.006	0.234	1.5746	0.000	0.002
116	12.06	0.006	0.234	1.5747	0.001	0.002
117	12.13	0.006	0.234	1.5749	0.001	0.003
118	12.20	0.006	0.234	1.5751	0.002	0.003
119	12.27	0.006	0.234	1.5753	0.003	0.004
120	12.34	0.006	0.234	1.5756	0.003	0.004
121	12.42	0.006	0.234	1.5759	0.005	0.003
122	12.51	0.006	0.235	1.5761	0.009	0.004
123	12.59	0.006	0.235	1.5764	0.012	0.003
124	12.66	0.006	0.236	1.5766	0.015	0.005
125	12.73	0.006	0.237	1.5770	0.019	0.004
126	12.81	0.006	0.239	1.5773	0.023	0.001
127	12.88	0.006	0.241	1.5773	0.029	0.003
128	12.95	0.006	0.243	1.5775	0.033	0.002
129	13.02	0.006	0.245	1.5777	0.035	0.000
130	13.09	0.006	0.247	1.5777	0.042	-0.002
131	13.17	0.006	0.251	1.5775	0.038	0.004
132	13.24	0.006	0.253	1.5778	0.038	0.000
133	13.31	0.006	0.256	1.5778	0.041	0.009
134	13.37	0.006	0.259	1.5784	0.045	0.005
135	13.44	0.006	0.262	1.5787	0.046	0.005
136	13.51	0.006	0.265	1.5791	0.053	0.009
137	13.58	0.006	0.268	1.5797	0.062	0.012
138	13.65	0.006	0.273	1.5805	0.063	0.017
139	13.73	0.006	0.278	1.5819	0.047	0.022
140	13.80	0.006	0.281	1.5834	0.036	0.014
141	13.87	0.006	0.283	1.5844	0.030	0.008
142	13.93	0.006	0.286	1.5849	0.015	0.009
143	14.00	0.006	0.287	1.5856	0.008	0.010
144	14.07	0.006	0.287	1.5862	0.005	0.009
145	14.15	0.006	0.288	1.5870	-0.001	0.007
146	14.22	0.006	0.287	1.5874	-0.003	0.002
147	14.29	0.006	0.287	1.5876	-0.005	0.004
148	14.37	0.006	0.287	1.5879	-0.006	0.004
149	14.44	0.006	0.286	1.5882	-0.006	0.001
150	14.51	0.006	0.286	1.5882	-0.005	0.002
151	14.58	0.006	0.286	1.5883	-0.005	0.001
152	14.65	0.006	0.285	1.5884	-0.004	0.000
153	14.72	0.006	0.285	1.5884	-0.003	0.003
154	14.78	0.006	0.285	1.5886	-0.002	0.002
155	14.85	0.006	0.285	1.5887	0.000	0.001
156	14.94	0.006	0.285	1.5888	0.001	0.002
157	15.01	0.006	0.285	1.5890	0.002	0.004
158	15.08	0.006	0.285	1.5892	0.003	0.004
159	15.15	0.006	0.285	1.5895	0.004	0.006
160	15.22	0.006	0.285	1.5899	0.003	0.005
161	15.28	0.006	0.286	1.5903	0.003	0.003
162	15.35	0.006	0.286	1.5905	0.003	0.003
163	15.43	0.006	0.286	1.5907	0.004	0.004
164	15.52	0.006	0.286	1.5910	0.003	0.004
165	15.60	0.006	0.287	1.5914	0.003	0.004
166	15.67	0.006	0.287	1.5916	0.003	0.003
167	15.74	0.006	0.287	1.5919	0.003	0.003
168	15.81	0.006	0.287	1.5921	0.003	0.005
169	15.88	0.006	0.288	1.5924	0.003	0.004
170	15.95	0.006	0.288	1.5927	0.002	0.007
171	16.03	0.006	0.288	1.5932	0.002	0.006
172	16.10	0.006	0.288	1.5936	0.001	0.004
173	16.16	0.006	0.288	1.5939	0.000	0.001
174	16.25	0.006	0.288	1.5940	0.000	0.001
175	16.31	0.006	0.288	1.5940	-0.001	0.002
176	16.39	0.006	0.288	1.5942	-0.001	0.003
177	16.46	0.006	0.288	1.5944	-0.000	0.001
178	16.53	0.006	0.288	1.5945	-0.001	0.000
179	16.59	0.006	0.288	1.5945	-0.004	0.004
180	16.66	0.006	0.288	1.5948	-0.002	-0.001
181	16.73	0.006	0.288	1.5948	-0.001	-0.003
182	16.80	0.006	0.288	1.5945	0.000	0.000
183	16.87	0.006	0.288	1.5945	0.001	-0.003
184	16.95	0.006	0.288	1.5943	0.001	-0.005
185	17.02	0.006	0.288	1.5940	0.002	-0.000
186	17.12	0.006	0.288	1.5939	0.003	0.000
187	17.19	0.006	0.288	1.5939	0.004	0.001
188	17.26	0.006	0.288	1.5940	0.004	-0.000
189	17.34	0.006	0.289	1.5940	0.004	0.001
190	17.41	0.006	0.289	1.5940	0.005	0.005
191	17.48	0.006	0.289	1.5944	0.006	0.007
192	17.55	0.006	0.290	1.5949	0.006	0.009
193	17.62	0.006	0.290	1.5955	0.007	0.010
194	17.70	0.006	0.291	1.5963	0.007	0.011
195	17.79	0.006	0.291	1.5973	0.009	0.011
196	17.86	0.006	0.292	1.5981	0.009	0.012
197	17.93	0.006	0.293	1.5989	0.010	0.012
198	18.00	0.006	0.293	1.5997	0.011	0.010
199	18.06	0.006	0.294	1.6004	0.012	0.011
200	18.17	0.006	0.295	1.6015	0.014	0.010
201	18.24	0.006	0.296	1.6022	0.015	0.011
202	18.30	0.006	0.297	1.6030	0.017	0.008
203	18.39	0.006	0.299	1.6036	0.019	0.008
204	18.45	0.006	0.300	1.6042	0.022	0.008
205	18.52	0.006	0.301	1.6048	0.022	0.005
206	18.59	0.005	0.303	1.6051	0.023	0.005
207	18.66	0.005	0.304	1.6055	0.023	-0.002
208	18.73	0.005	0.306	1.6054	0.019	-0.008
209	18.80	0.005	0.307	1.6049	0.019	-0.009
210	18.87	0.005	0.309	1.6042	0.022	-0.015
211	18.93	0.005	0.310	1.6032	0.022	-0.018
212	19.02	0.005	0.312	1.6015	0.022	-0.019
213	19.11	0.005	0.314	1.6000	0.021	-0.018
214	19.17	0.005	0.315	1.5987	0.016	-0.023
215	19.24	0.005	0.316	1.5971	0.014	-0.016
216	19.32	0.005	0.317	1.5958	0.011	-0.013
217	19.40	0.005	0.318	1.5949	0.003	-0.016
218	19.46	0.005	0.318	1.5938	-0.000	-0.010
219	19.53	0.005	0.318	1.5931	-0.003	-0.006
220	19.60	0.005	0.318	1.5927	-0.009	-0.007
221	19.68	0.005	0.318	1.5921	-0.008	-0.000
222	19.75	0.005	0.317	1.5921	-0.010	0.000
223	19.82	0.005	0.316	1.5921	-0.011	0.005
224	19.90	0.005	0.315	1.5925	-0.011	-0.003
225	19.97	0.005	0.315	1.5923	-0.011	0.003
226	20.04	0.005	0.314	1.5925	-0.010	0.010
227	20.11	0.005	0.313	1.5931	-0.008	0.005
228	20.17	0.005	0.313	1.5935	-0.007	0.007
229	20.24	0.005	0.312	1.5940	-0.006	0.005
230	20.33	0.005	0.312	1.5944	-0.005	0.006
231	20.43	0.005	0.311	1.5949	-0.005	0.005
