,time,x,y,theta,v,omega,x_force,y_force,z_force,x_torque,y_torque,z_torque
545,56.25,0,0.710,0.1098,-0.01,0.060,0.0760,-0.0766,0.7622,0.0092,0.0169,0.0232
546,56.35,0,0.710,0.1090,-0.01,0.047,0.1520,1.8394,0.8384,0.0076,0.0307,0.0541
547,56.44,0,0.710,0.1086,-0.01,0.044,-0.0760,-1.3029,0.0000,0.0412,0.0399,0.0201
548,56.54,0,0.710,0.1101,-0.01,0.027,-0.3041,-1.2262,-0.0762,0.0214,0.0429,0.0247
549,56.63,0,0.709,0.1174,0.00,-0.035,-0.5322,-0.5365,0.6098,0.0046,0.0215,0.0448
550,56.73,0,0.708,0.0985,0.00,0.238,0.3801,-0.4598,-0.1524,0.0321,0.0445,0.0309
551,56.83,0,0.706,0.1110,0.01,-0.087,0.6842,-1.2262,0.3049,0.0321,0.0383,0.0093
552,56.92,0,0.704,0.1174,0.01,-0.019,0.6082,-1.4562,-0.2287,0.0183,0.0307,0.0278
553,57.02,0,0.701,0.1177,0.02,0.031,0.8362,0.6131,0.7622,0.0305,0.0337,0.0464
554,57.11,0,0.700,0.1133,0.01,0.093,0.5322,-0.9197,0.1524,0.0458,0.0582,0.0247
555,57.21,0,0.699,0.0808,0.01,0.383,0.0000,-0.4598,0.8384,0.0168,0.0061,-0.0093
556,57.31,0,0.698,0.0889,0.01,-0.037,0.6842,1.0730,0.6860,0.0275,0.0230,0.0603
557,57.40,0,0.697,0.0892,0.01,0.026,0.0000,0.0000,0.4573,0.0122,0.0230,0.0309
558,57.50,0,0.697,0.0626,-0.00,0.310,0.7602,-0.5365,1.1433,0.0321,0.0307,0.0046
559,57.59,0,0.698,0.0498,-0.00,0.177,-0.1520,0.9963,1.9817,0.0321,0.0046,0.0309
560,57.69,0,0.698,0.0313,-0.00,0.230,-0.8362,0.3832,1.6768,0.0000,0.0123,0.0387
561,57.79,0,0.699,0.0329,-0.01,0.015,0.6842,0.0000,0.6098,0.0214,0.0307,0.0278
562,57.90,0,0.700,0.0356,-0.01,0.001,0.0760,-0.3832,0.8384,0.0321,0.0276,0.0309
563,57.99,0,0.701,0.0381,-0.01,0.002,0.0000,-0.3832,0.3811,0.0275,0.0383,0.0603
564,58.09,0,0.701,0.0482,-0.01,-0.081,-0.6842,0.3832,1.1433,0.0260,0.0169,0.0325
565,58.18,0,0.701,0.0594,-0.00,-0.090,-0.0760,-0.2299,0.7622,0.0199,0.0199,0.0170
566,58.28,0,0.701,0.0566,0.00,0.057,-0.2281,-1.0730,0.8384,0.0107,0.0429,0.0711
567,58.38,0,0.701,0.0593,0.01,0.003,0.4561,0.0766,1.6006,0.0321,0.0153,0.0278
568,58.47,0,0.701,0.0632,-0.00,-0.008,0.3041,0.1533,0.8384,0.0290,0.0169,0.0201
569,58.58,0,0.701,0.0614,-0.00,0.049,-0.6842,0.2299,1.3720,0.0015,0.0276,0.0387
570,58.68,0,0.700,0.0581,0.00,0.066,-0.5322,0.5365,0.3049,0.0244,0.0153,0.0093
571,58.78,0,0.700,0.0732,0.00,-0.128,0.0760,1.2262,1.6768,0.0351,0.0153,0.0371
572,58.87,0,0.700,0.0578,-0.00,0.190,0.0760,-0.2299,0.9909,0.0275,0.0276,0.0139
573,58.97,0,0.701,0.0400,-0.01,0.216,0.6082,0.0000,-0.2287,0.0275,0.0399,0.0278
574,59.06,0,0.701,0.0227,-0.00,0.216,-0.5322,-0.9963,0.4573,0.0076,0.0337,0.0325
575,59.16,0,0.701,0.0138,0.00,0.123,0.1520,0.4598,0.8384,0.0428,0.0276,0.0278
576,59.27,0,0.700,0.0105,0.00,0.047,0.9883,-1.2262,-0.2287,0.0275,0.0414,0.0247
577,59.37,0,0.700,0.0138,0.00,-0.017,0.2281,-1.1496,0.0000,0.0275,0.0337,0.0309
578,59.46,0,0.699,0.0216,0.01,-0.067,-0.1520,0.0766,0.3049,0.0260,0.0230,0.0278
579,59.56,0,0.699,0.0305,0.00,-0.078,0.0760,0.0000,1.5244,0.0244,0.0169,0.0464
580,59.66,0,0.698,0.0267,0.01,0.057,-0.1520,0.4598,0.9146,0.0321,0.0184,0.0186
581,59.75,0,0.698,0.0369,0.00,-0.084,-0.6082,0.5365,1.5244,0.0168,0.0199,0.0325
582,59.85,0,0.698,0.0330,0.01,0.059,-0.6842,-0.8430,0.0762,0.0351,0.0276,0.0325
583,59.94,0,0.698,0.0346,0.00,0.002,0.5322,-0.7664,0.1524,0.0321,0.0460,0.0309
584,60.04,0,0.698,0.0414,-0.01,-0.050,0.1520,0.3066,1.7530,0.0168,0.0138,0.0309
585,60.14,0,0.699,0.0404,-0.00,0.027,0.6082,-0.2299,0.7622,0.0321,0.0337,0.0433
586,60.23,0,0.699,0.0306,0.00,0.123,-0.3801,-0.8430,0.5335,0.0153,0.0199,0.0186
587,61.97,0,0.699,0.0082,-0.00,-0.000,-0.6842,0.3832,0.0000,0.0107,0.0169,0.0356
