,time,x,y,theta,v,omega,x_force,y_force,z_force,x_torque,y_torque,z_torque
242,32.26,0,0.478,0.0871,0.26,-0.366,-5.0175,9.8099,-12.5762,3.0518,0.5135,-1.0482
243,32.35,0,0.484,0.0903,0.13,-0.348,7.1461,10.6530,-13.1860,3.0518,1.7704,0.8905
244,32.45,0,0.499,0.1142,0.05,-0.624,-1.8245,9.9632,-16.0823,3.4886,0.7219,-0.3278
245,32.54,0,0.520,0.1520,0.01,-0.716,-1.8245,11.4194,-18.5213,3.8445,0.9181,0.1948
246,32.64,0,0.534,0.1509,0.07,-0.320,0.6082,11.8792,-21.0366,4.9641,1.3381,0.6463
247,32.74,0,0.532,0.1451,0.26,-0.255,0.7602,12.1858,-24.9238,5.5155,1.9175,0.8055
248,32.83,0,0.522,0.1096,0.34,0.094,-1.6725,9.6567,-25.2287,6.0486,1.5527,0.2551
249,32.93,0,0.522,0.0844,0.22,-0.001,4.1812,13.4887,-27.1341,6.1463,2.0432,1.5430
250,33.02,0,0.532,0.0771,0.11,-0.158,2.2047,12.7989,-29.9543,6.6901,1.4500,1.0946
251,33.12,0,0.553,0.0871,0.01,-0.328,0.5322,10.8063,-27.7439,6.7283,1.3090,0.9802
252,33.21,0,0.576,0.0851,-0.02,-0.155,0.1520,11.3427,-30.4116,7.2262,1.4347,0.9447
253,33.31,0,0.598,0.1157,-0.01,-0.494,3.4210,11.4960,-33.9939,8.1106,1.0638,1.1255
254,33.41,0,0.598,0.1466,0.22,-0.499,3.7251,12.6456,-38.1860,8.6849,0.7174,1.3312
255,33.50,0,0.578,0.1382,0.43,-0.067,5.7017,14.1784,-39.3293,8.9720,1.2186,2.0455
256,33.60,0,0.554,0.0857,0.46,0.415,1.6725,13.3354,-37.3476,8.9278,0.4767,0.8936
257,33.69,0,0.548,0.0690,0.26,0.100,3.4210,18.1637,-35.3659,8.2236,0.9381,1.3822
258,33.81,0,0.550,0.0575,0.20,0.045,4.3333,15.0981,-40.4726,9.2393,1.0484,1.3729
259,33.90,0,0.565,0.0599,0.06,-0.101,6.6140,13.4120,-37.5000,8.5612,1.4730,2.3763
260,34.00,0,0.585,0.0695,0.01,-0.131,3.4210,13.4120,-36.8902,8.6070,1.3197,2.4892
261,34.09,0,0.584,0.0808,0.23,-0.156,6.1578,12.8755,-37.1951,8.6192,1.7903,3.6333
262,34.19,0,0.564,0.1068,0.43,-0.227,4.8654,12.2624,-34.8323,8.2587,2.1567,3.4462
263,34.29,0,0.537,0.1128,0.49,0.025,7.3742,12.1091,-31.9360,7.3667,2.3345,3.4771
264,34.38,0,0.527,0.1108,0.31,0.078,2.8889,11.7259,-31.6311,6.8978,2.0723,2.0594
265,34.49,0,0.531,0.1068,0.15,0.140,-1.8245,12.1091,-29.4207,6.7756,1.6217,0.1608
266,34.59,0,0.545,0.1186,0.06,-0.043,-4.3333,15.7112,-28.5823,6.3709,1.2860,-1.4440
267,34.69,0,0.562,0.1045,0.02,0.235,-5.2456,16.1711,-26.7530,5.7981,1.4424,-1.6543
268,34.78,0,0.582,0.0966,0.01,0.095,-1.5965,16.3243,-26.9817,5.7248,1.5650,-1.0220
269,34.88,0,0.581,0.1072,0.24,-0.104,-2.9649,16.1711,-27.7439,6.1311,1.4715,-1.5863
270,34.97,0,0.563,0.0994,0.42,0.063,0.6082,16.0178,-28.7348,6.0822,2.2471,-0.0634
271,35.07,0,0.530,0.0543,0.57,0.520,-3.8771,15.6346,-27.4390,5.9447,1.7505,-0.8550
272,35.18,0,0.518,0.0142,0.35,0.374,-2.9649,14.0251,-29.0396,6.2777,2.1107,-0.2149
273,35.28,0,0.525,-0.0227,0.18,0.373,0.6082,12.4923,-30.2591,6.7695,2.2440,0.2613
274,35.37,0,0.544,-0.0425,0.05,0.200,-0.6082,15.0981,-29.0396,6.3067,2.3145,-0.1577
275,35.47,0,0.563,-0.0362,0.03,-0.076,2.5087,13.7186,-29.2683,6.3647,2.3253,0.2767
276,35.56,0,0.575,-0.0207,0.12,-0.165,3.2690,13.4887,-29.0396,6.4625,3.0303,1.0993
277,35.66,0,0.568,0.0150,0.31,-0.397,1.7485,11.8026,-27.1341,6.1112,2.9047,1.6172
278,35.76,0,0.538,0.0254,0.55,-0.107,3.7251,8.5071,-26.1433,6.0700,2.8372,1.4811
279,35.87,0,0.527,0.0421,0.32,-0.136,-2.1286,12.4157,-28.3537,6.1647,2.1597,0.4422
280,35.96,0,0.532,0.0445,0.16,-0.030,2.4327,12.7223,-27.5152,6.1830,2.1766,1.3513
281,36.06,0,0.547,0.0329,0.04,0.083,2.9649,11.4194,-26.5244,6.0516,2.3483,1.3806
282,36.16,0,0.565,0.0480,0.01,-0.137,1.5205,13.1055,-27.5152,6.0272,2.2502,1.3142
283,36.25,0,0.578,0.0673,0.06,-0.221,2.2807,12.2624,-26.2195,5.8515,2.4387,1.4069
284,36.35,0,0.569,0.1003,0.29,-0.345,0.9883,9.7333,-27.5152,6.2991,2.1199,0.9818
285,36.44,0,0.540,0.0708,0.50,0.290,-0.7602,11.4194,-29.1921,6.3724,1.6585,-0.0325
286,36.56,0,0.523,0.0648,0.33,0.069,4.1812,12.7989,-26.3720,5.7171,2.1413,0.8967
287,36.65,0,0.519,0.0518,0.23,0.095,0.3801,10.8063,-24.9238,5.7049,1.9972,0.5148
288,36.75,0,0.526,0.0464,0.11,0.064,4.4853,7.6640,-24.3140,5.6453,2.2456,1.1611
289,36.84,0,0.540,0.0443,-0.01,0.006,-1.2164,9.6567,-24.3902,5.3796,1.6278,-0.0804
290,36.94,0,0.557,0.0426,-0.07,0.050,2.2807,7.6640,-22.7134,5.2711,1.9237,0.5257
291,37.03,0,0.569,0.0442,-0.01,-0.068,0.6842,4.5218,-22.9421,5.4025,1.9758,0.7282
292,37.13,0,0.570,0.0391,0.07,0.042,2.2807,7.2808,-21.1890,5.0115,2.0095,0.9895
293,37.23,0,0.551,0.0462,0.27,-0.077,2.4327,8.7370,-19.6646,4.4784,1.8853,1.2631
294,37.32,0,0.539,0.0504,0.18,-0.043,4.1052,7.7406,-19.1311,4.3669,1.9896,1.7270
295,37.42,0,0.535,0.0542,0.08,-0.044,2.0526,5.5947,-18.0640,4.1851,1.8930,1.6682
296,37.51,0,0.537,0.0572,0.01,-0.035,3.6491,5.6714,-16.6921,3.7468,1.9559,1.9171
297,37.61,0,0.540,0.0578,-0.02,-0.008,2.5848,5.4414,-16.8445,3.6185,1.8608,1.6899
298,37.71,0,0.544,0.0560,-0.03,0.024,2.2807,5.9013,-16.6159,3.3130,1.9068,1.5182
299,37.80,0,0.547,0.0545,-0.03,0.014,0.8362,5.2882,-14.0244,2.9372,1.7949,0.9787
300,37.91,0,0.549,0.0532,-0.02,0.011,-0.4561,5.1349,-12.1189,2.3461,1.6493,0.6061
301,38.01,0,0.551,0.0525,-0.02,0.008,-0.0760,3.7554,-8.9177,1.6710,1.1757,0.3355
302,38.11,0,0.552,0.0517,-0.01,0.008,-0.6842,2.1459,-5.5640,0.8767,0.7557,0.1020
303,38.20,0,0.552,0.0511,-0.00,0.006,-0.4561,1.6861,-2.8201,0.4048,0.3372,-0.0216
304,38.30,0,0.552,0.0507,-0.00,0.004,0.2281,1.3029,-1.1433,0.1695,0.0506,-0.0278
305,38.39,0,0.552,0.0505,0.00,0.003,0.2281,0.9197,-1.0671,0.0886,0.0751,0.0479
306,38.49,0,0.552,0.0504,0.00,0.001,0.0760,0.9197,-0.4573,0.1161,0.0751,0.0417
307,38.59,0,0.551,0.0506,0.01,-0.002,0.3041,0.2299,-0.3049,0.1023,0.0567,0.0356
308,38.70,0,0.549,0.0556,0.01,-0.045,0.0760,0.5365,-0.3811,0.0916,0.0613,0.0325
309,38.79,0,0.548,0.0616,0.01,-0.062,0.5322,0.7664,-0.4573,0.0855,0.0536,0.0417
310,38.89,0,0.548,0.0655,0.01,-0.041,1.1403,1.2262,-0.2287,0.0886,0.0506,0.0294
311,38.98,0,0.547,0.0661,0.01,-0.006,0.3801,0.3066,-0.3049,0.0779,0.0582,0.0479
312,39.08,0,0.546,0.0685,0.00,-0.024,0.6082,0.5365,-0.2287,0.0764,0.0567,0.0417
313,39.18,0,0.546,0.0695,0.00,-0.012,0.6842,0.9197,0.0762,0.0733,0.0567,0.0417
314,39.27,0,0.546,0.0703,-0.00,-0.008,0.5322,1.2262,0.3811,0.0748,0.0536,0.0417
315,39.38,0,0.547,0.0705,-0.00,-0.002,0.3801,1.3795,-0.0762,0.0825,0.0536,0.0417
316,41.13,0,0.547,0.0704,-0.00,0.000,0.4561,2.2992,-1.3720,0.0519,0.0475,0.0464
