,time,x,y,theta,v,omega,x_force,y_force,z_force,x_torque,y_torque,z_torque
262,27.52,0,0.406,-0.0196,0.40,0.080,-1.2164,11.7259,-17.8354,3.3542,0.6177,-0.0727
263,27.62,0,0.405,-0.0236,0.27,0.091,-0.3041,11.4960,-17.0732,3.2137,0.7863,0.3401
264,27.71,0,0.415,-0.0269,0.15,0.084,2.3567,10.6530,-16.2348,3.1526,0.7403,0.5473
265,27.83,0,0.440,-0.0164,0.04,-0.050,-0.6842,9.6567,-17.2256,3.2412,0.3740,-0.2922
266,27.92,0,0.463,-0.0095,0.01,-0.019,-0.3801,9.9632,-16.0061,3.2442,0.3418,-0.1330
267,28.02,0,0.458,-0.0347,0.29,0.300,-0.8362,12.9522,-16.8445,3.1724,0.5963,-0.4066
268,28.11,0,0.436,-0.0307,0.47,0.003,0.6082,10.0399,-17.4543,3.4352,0.7833,-0.1469
269,28.21,0,0.417,-0.0402,0.45,0.120,0.4561,12.5690,-16.9207,3.2320,0.8568,0.1701
270,28.31,0,0.415,-0.0405,0.26,0.051,-0.0760,11.9559,-16.3110,3.3970,0.7189,0.0588
271,28.40,0,0.427,-0.0274,0.14,-0.097,1.5965,8.6603,-15.2439,3.1266,1.0224,0.4623
272,28.50,0,0.445,-0.0120,0.06,-0.146,0.6082,7.2042,-16.5396,3.8017,0.6300,0.0603
273,28.59,0,0.452,0.0216,0.17,-0.322,0.9123,8.8136,-15.4726,3.2030,0.8308,0.1701
274,28.69,0,0.439,0.0265,0.38,-0.025,0.8362,8.2771,-16.2348,3.2992,0.7296,0.0928
275,28.78,0,0.419,-0.0005,0.43,0.317,1.9006,8.5837,-16.9207,3.5268,0.4522,0.1592
276,28.88,0,0.406,-0.0221,0.35,0.238,1.6725,7.9706,-14.5579,2.9693,0.6652,0.2195
277,28.98,0,0.402,-0.0356,0.26,0.167,2.2807,7.3574,-12.0427,2.6577,0.4905,0.2056
278,29.07,0,0.411,-0.0476,0.12,0.142,-0.6842,6.8976,-14.1768,2.9907,0.5595,-0.0897
279,29.17,0,0.429,-0.0423,0.01,-0.052,1.7485,5.9013,-14.2530,3.0426,0.7465,0.1190
280,29.26,0,0.452,-0.0237,-0.05,-0.155,0.5322,6.2078,-13.3384,2.9678,0.4476,-0.3324
281,29.36,0,0.472,-0.0330,-0.02,0.073,0.2281,7.1275,-14.4055,2.7692,0.6392,-0.1670
282,29.46,0,0.473,-0.0598,0.15,0.319,0.0760,8.0472,-14.5579,3.0350,0.3479,-0.5102
283,29.55,0,0.457,-0.0504,0.33,-0.105,-1.2164,4.9816,-14.0244,3.1556,0.3801,-0.3912
284,29.65,0,0.449,-0.0329,0.22,-0.170,1.1403,7.0509,-13.7957,2.8822,0.5258,-0.0959
285,29.74,0,0.447,-0.0392,0.14,0.080,0.0000,7.0509,-13.4146,2.9342,0.4430,-0.3324
286,29.84,0,0.451,-0.0463,0.08,0.081,-0.9123,4.8283,-13.2622,3.0350,0.4292,-0.5272
287,29.95,0,0.461,-0.0610,0.01,0.147,-0.1520,6.7443,-14.0244,2.9571,0.6223,-0.1082
288,30.05,0,0.473,-0.0703,-0.03,0.088,0.5322,6.6677,-13.7195,2.8563,0.6254,0.1221
289,30.14,0,0.483,-0.0586,-0.04,-0.106,1.0643,5.5181,-13.4909,2.9311,0.5564,0.3278
290,30.24,0,0.485,-0.0507,0.02,-0.066,2.8128,6.9742,-13.4146,2.7768,0.4169,0.4731
291,30.33,0,0.478,-0.0470,0.10,-0.034,1.2164,6.1312,-12.7287,2.5279,0.3571,0.1763
292,30.43,0,0.473,-0.0455,0.07,-0.003,0.2281,4.6750,-12.2713,2.5325,0.3939,0.2365
293,30.53,0,0.471,-0.0446,0.03,0.000,-0.9123,3.6787,-10.1372,1.9215,0.4752,0.3108
294,30.64,0,0.468,-0.0390,0.02,-0.050,0.0760,2.1459,-7.8506,1.4174,0.6514,0.0959
295,30.73,0,0.467,-0.0366,0.02,-0.028,-0.3801,2.0693,-5.8689,0.9699,0.7327,-0.0928
296,30.83,0,0.465,-0.0368,0.01,0.003,-0.8362,-0.7664,-3.7348,0.7179,0.5334,-0.1129
297,30.93,0,0.464,-0.0403,0.01,0.036,-0.9123,0.0766,-2.8963,0.4796,0.3740,-0.0356
298,31.02,0,0.464,-0.0430,0.01,0.028,-1.2164,0.0000,-1.1433,0.1176,0.0153,-0.0464
299,31.12,0,0.463,-0.0425,0.01,-0.005,-1.5205,-0.3066,-0.3049,0.0855,0.0245,-0.0309
300,31.21,0,0.462,-0.0411,0.01,-0.014,-0.6082,-0.2299,-1.2957,0.1084,0.0107,-0.0108
301,31.33,0,0.462,-0.0416,0.01,0.004,0.0000,0.0766,0.0000,0.0825,0.0077,-0.0201
302,31.42,0,0.461,-0.0366,0.01,-0.053,-1.2164,0.1533,0.0762,0.0733,0.0138,-0.0263
303,31.52,0,0.460,-0.0335,0.00,-0.032,-0.6082,0.2299,-0.6098,0.0962,0.0031,-0.0201
304,31.61,0,0.460,-0.0285,0.01,-0.052,-0.4561,-0.6131,-0.0762,0.0626,0.0077,-0.0340
305,31.71,0,0.459,-0.0266,0.00,-0.020,-0.1520,-0.0766,-0.1524,0.0764,0.0031,-0.0340
306,31.81,0,0.459,-0.0285,0.00,0.022,-0.6842,-1.0730,-0.3049,0.0810,-0.0015,-0.0278
307,31.90,0,0.458,-0.0277,0.00,-0.007,-0.6082,-0.1533,-0.2287,0.0626,0.0061,-0.0124
308,32.01,0,0.457,-0.0276,0.01,-0.002,-0.7602,0.0766,-0.2287,0.0687,0.0015,-0.0139
309,33.48,0,0.457,-0.0277,0.00,-0.001,-0.4561,-0.3832,-1.2957,0.0412,-0.0046,-0.0278
