	time	x	y	theta	v	omega
0	2.02	0	0.576	0.0665	-0.01	-0.026
1	2.10	0	0.576	0.0642	0.00	0.027
2	2.19	0	0.575	0.0666	0.00	-0.028
3	2.28	0	0.574	0.0623	0.01	0.049
4	2.37	0	0.573	0.0589	0.02	0.037
5	2.46	0	0.572	0.0610	0.01	-0.023
6	2.54	0	0.572	0.0606	0.01	0.005
7	2.63	0	0.570	0.0581	0.01	0.028
8	2.72	0	0.570	0.0564	0.00	0.019
9	2.81	0	0.570	0.0554	0.00	0.012
10	2.90	0	0.569	0.0548	0.00	0.006
11	2.99	0	0.569	0.0546	0.01	0.003
12	3.07	0	0.569	0.0546	0.00	-0.000
13	3.16	0	0.569	0.0547	-0.01	-0.002
14	3.25	0	0.569	0.0550	0.00	-0.002
15	3.34	0	0.569	0.0550	0.00	-0.000
16	3.44	0	0.569	0.0660	-0.00	-0.106
17	3.53	0	0.569	0.0657	-0.00	0.004
18	3.62	0	0.570	0.0649	-0.01	0.009
19	3.71	0	0.570	0.0641	-0.00	0.007
20	3.80	0	0.571	0.0610	-0.01	0.037
21	3.89	0	0.572	0.0634	-0.01	-0.027
22	3.98	0	0.573	0.0692	-0.01	-0.065
23	4.06	0	0.573	0.0756	-0.00	-0.075
24	4.16	0	0.574	0.0780	-0.00	-0.024
25	4.25	0	0.574	0.0816	-0.00	-0.039
26	4.33	0	0.573	0.0816	0.00	0.003
27	4.42	0	0.573	0.0811	0.00	0.009
28	4.51	0	0.573	0.0804	0.00	0.013
29	4.60	0	0.574	0.0819	0.00	-0.012
30	4.69	0	0.574	0.0828	-0.00	-0.005
31	4.78	0	0.574	0.0832	0.00	0.003
32	4.87	0	0.575	0.0811	0.01	0.034
33	4.96	0	0.576	0.0793	0.02	0.041
34	5.05	0	0.578	0.0755	0.03	0.069
35	5.14	0	0.581	0.0618	0.03	0.170
36	5.23	0	0.584	0.0521	0.04	0.140
37	5.32	0	0.590	0.0609	0.01	-0.092
38	5.41	0	0.597	0.0678	-0.00	-0.084
39	5.50	0	0.605	0.0742	-0.01	-0.086
40	5.59	0	0.615	0.0872	-0.03	-0.163
41	5.69	0	0.624	0.0864	0.01	0.014
42	5.78	0	0.634	0.0907	-0.01	-0.044
43	5.87	0	0.642	0.0920	0.01	0.013
44	5.96	0	0.650	0.0817	0.03	0.128
45	6.05	0	0.648	0.0904	0.16	-0.099
46	6.14	0	0.630	0.0970	0.33	-0.086
47	6.23	0	0.617	0.0990	0.29	0.008
48	6.31	0	0.613	0.1088	0.18	-0.109
49	6.41	0	0.615	0.1294	0.11	-0.217
50	6.49	0	0.621	0.1770	0.06	-0.552
51	6.58	0	0.620	0.1847	0.13	-0.089
52	6.67	0	0.606	0.1783	0.25	0.028
53	6.76	0	0.587	0.1765	0.31	-0.033
54	6.85	0	0.575	0.1769	0.21	-0.080
55	6.94	0	0.569	0.1721	0.13	0.004
56	7.03	0	0.569	0.1714	0.08	-0.082
57	7.12	0	0.573	0.1701	0.01	-0.107
58	7.21	0	0.580	0.1837	-0.03	-0.279
59	7.29	0	0.587	0.1720	-0.03	0.006
60	7.38	0	0.595	0.1678	-0.04	-0.096
61	7.49	0	0.603	0.1732	-0.03	-0.156
62	7.58	0	0.611	0.1876	-0.05	-0.266
63	7.67	0	0.618	0.2035	-0.04	-0.271
64	7.76	0	0.624	0.2153	-0.03	-0.231
65	7.84	0	0.630	0.2386	-0.03	-0.362
66	7.93	0	0.635	0.2600	-0.02	-0.339
67	8.02	0	0.641	0.2821	-0.03	-0.312
68	8.12	0	0.646	0.3034	-0.02	-0.277
69	8.20	0	0.649	0.3159	-0.00	-0.173
70	8.29	0	0.651	0.3122	-0.02	0.043
71	8.38	0	0.653	0.3075	-0.02	0.060
72	8.47	0	0.655	0.2993	-0.01	0.097
73	8.56	0	0.654	0.2958	0.00	0.044
74	8.65	0	0.655	0.2478	-0.01	0.567
75	8.74	0	0.657	0.1888	-0.02	0.661
76	8.83	0	0.659	0.1572	-0.00	0.403
77	8.92	0	0.660	0.1363	0.00	0.293
78	9.00	0	0.662	0.1085	-0.00	0.385
79	9.09	0	0.663	0.0854	0.01	0.311
80	9.18	0	0.663	0.0606	0.02	0.310
81	9.27	0	0.663	0.0498	0.02	0.119
82	9.36	0	0.664	0.0463	0.03	0.019
83	9.45	0	0.668	0.0499	0.01	-0.057
84	9.54	0	0.672	0.0537	0.01	-0.064
85	9.64	0	0.678	0.0615	-0.01	-0.068
86	9.73	0	0.682	0.0605	-0.02	-0.003
87	9.82	0	0.686	0.0608	-0.02	-0.005
88	9.91	0	0.689	0.0617	-0.03	-0.011
89	10.00	0	0.691	0.0684	-0.01	-0.073
90	10.09	0	0.691	0.0732	0.01	-0.056
91	10.18	0	0.692	0.0771	0.01	-0.042
92	10.27	0	0.693	0.0901	0.02	-0.146
93	10.36	0	0.694	0.1015	0.02	-0.135
94	10.44	0	0.697	0.1142	0.02	-0.133
95	10.55	0	0.701	0.1225	-0.00	-0.058
96	10.63	0	0.706	0.1226	-0.02	0.025
97	10.73	0	0.711	0.1174	-0.00	0.091
98	10.82	0	0.715	0.1147	0.02	0.053
99	10.91	0	0.721	0.1259	-0.00	-0.098
100	11.00	0	0.726	0.1297	0.00	-0.018
101	11.09	0	0.731	0.1206	0.02	0.134
102	11.19	0	0.736	0.1120	0.04	0.100
103	11.28	0	0.742	0.1086	0.00	0.059
104	11.37	0	0.750	0.1118	-0.04	-0.035
105	11.47	0	0.755	0.1102	0.00	-0.004
106	11.56	0	0.760	0.1135	0.01	-0.038
107	11.65	0	0.766	0.1096	-0.00	0.044
108	11.74	0	0.771	0.1215	0.01	-0.122
109	11.83	0	0.775	0.1221	0.04	-0.003
110	11.92	0	0.781	0.1098	0.00	0.156
111	12.01	0	0.788	0.1202	-0.01	-0.098
112	12.10	0	0.794	0.1284	0.00	-0.085
113	12.19	0	0.801	0.1115	-0.00	0.199
114	12.28	0	0.807	0.0916	-0.01	0.235
115	12.36	0	0.812	0.0674	-0.01	0.286
116	12.45	0	0.816	0.0548	0.01	0.149
117	12.54	0	0.819	0.0394	0.01	0.183
118	12.63	0	0.822	0.0255	-0.00	0.157
119	12.72	0	0.825	0.0123	-0.00	0.159
120	12.81	0	0.827	0.0098	-0.00	0.028
121	12.90	0	0.828	0.0048	-0.00	0.061
122	13.00	0	0.829	0.0005	0.02	0.048
123	13.09	0	0.829	0.0018	0.01	-0.016
124	13.18	0	0.829	0.0004	0.01	0.015
125	13.27	0	0.830	-0.0042	-0.00	0.049
126	13.36	0	0.830	-0.0066	0.01	0.021
127	13.45	0	0.830	-0.0074	0.01	-0.002
128	13.54	0	0.831	-0.0076	-0.01	0.001
129	13.63	0	0.831	-0.0019	-0.00	-0.061
130	13.72	0	0.831	0.0028	0.00	-0.054
131	13.81	0	0.831	0.0014	0.00	0.012
132	13.90	0	0.830	0.0058	0.02	-0.049
133	13.98	0	0.829	0.0114	0.01	-0.063
134	14.07	0	0.829	0.0136	-0.00	-0.025
135	14.16	0	0.829	0.0159	0.00	-0.025
136	14.25	0	0.829	0.0221	-0.00	-0.070
137	14.34	0	0.828	0.0450	0.01	-0.254
138	14.43	0	0.826	0.0845	0.02	-0.445
139	14.52	0	0.826	0.1014	0.01	-0.190
140	14.61	0	0.819	0.1180	0.08	-0.186
141	14.69	0	0.792	0.1329	0.32	-0.170
142	14.78	0	0.760	0.1780	0.36	-0.502
143	14.87	0	0.732	0.1532	0.31	0.279
144	14.96	0	0.713	0.1373	0.22	0.181
145	15.06	0	0.700	0.1484	0.12	-0.111
146	15.15	0	0.691	0.2414	0.10	-1.025
147	15.24	0	0.668	0.3353	0.26	-1.071
148	15.33	0	0.640	0.3786	0.33	-0.494
149	15.42	0	0.622	0.4045	0.20	-0.292
150	15.50	0	0.612	0.4173	0.11	-0.146
151	15.59	0	0.607	0.4131	0.05	0.047
152	15.68	0	0.607	0.4045	0.01	0.093
153	15.77	0	0.609	0.3949	-0.02	0.104
154	15.88	0	0.612	0.3905	-0.02	0.023
155	15.96	0	0.616	0.3908	-0.05	-0.014
156	16.05	0	0.621	0.3900	-0.05	-0.001
157	16.16	0	0.625	0.3992	-0.04	-0.089
158	16.25	0	0.629	0.4054	-0.04	-0.071
159	16.34	0	0.618	0.4106	0.12	-0.058
160	16.43	0	0.605	0.4077	0.15	0.031
161	16.52	0	0.596	0.4042	0.10	0.039
162	16.60	0	0.591	0.4215	0.06	-0.197
163	16.69	0	0.589	0.4134	0.03	0.090
164	16.78	0	0.589	0.4176	0.00	-0.046
165	16.87	0	0.588	0.4214	0.01	-0.041
166	16.96	0	0.589	0.4283	-0.01	-0.079
167	17.05	0	0.589	0.4391	-0.01	-0.123
168	17.14	0	0.591	0.4315	-0.01	0.083
169	17.22	0	0.592	0.4356	-0.01	-0.047
170	17.31	0	0.593	0.4448	-0.01	-0.104
171	17.40	0	0.594	0.4327	-0.02	0.134
172	17.49	0	0.596	0.4239	-0.02	0.099
173	17.58	0	0.597	0.4155	-0.01	0.093
174	17.67	0	0.597	0.4104	-0.01	0.059
175	17.76	0	0.598	0.4044	-0.00	0.067
176	17.85	0	0.598	0.4029	-0.01	0.017
177	17.94	0	0.598	0.4017	0.00	0.013
178	18.03	0	0.598	0.4021	0.00	-0.004
179	18.12	0	0.598	0.4019	-0.00	0.003
180	18.21	0	0.598	0.4023	0.00	-0.003
181	18.30	0	0.597	0.4186	0.01	-0.184
182	18.39	0	0.597	0.4112	-0.00	0.082
183	18.48	0	0.597	0.4119	0.01	-0.008
184	18.56	0	0.597	0.4097	0.00	0.025
185	18.65	0	0.596	0.4093	0.00	0.005
186	18.74	0	0.596	0.4063	0.01	0.033
187	18.84	0	0.597	0.4035	-0.01	0.028
188	18.93	0	0.596	0.4187	0.01	-0.170
189	19.02	0	0.596	0.4293	0.00	-0.122
190	19.11	0	0.596	0.4363	-0.00	-0.078
191	19.20	0	0.596	0.4272	-0.00	0.102
192	19.30	0	0.596	0.4199	-0.00	0.071
193	19.39	0	0.596	0.4315	0.00	-0.131
194	19.48	0	0.597	0.4224	-0.01	0.103
195	19.57	0	0.597	0.4173	-0.00	0.055
196	19.66	0	0.597	0.4129	0.00	0.050
197	19.75	0	0.597	0.4088	-0.00	0.044
198	19.84	0	0.597	0.4190	-0.00	-0.115
199	19.93	0	0.597	0.4218	0.00	-0.031
200	20.04	0	0.598	0.4239	-0.01	-0.020
201	20.13	0	0.598	0.4344	0.00	-0.117
202	20.21	0	0.598	0.4383	-0.00	-0.043
203	20.30	0	0.598	0.4347	-0.00	0.039
204	20.39	0	0.598	0.4338	-0.00	0.010
205	20.48	0	0.598	0.4265	-0.00	0.083
206	20.57	0	0.598	0.4192	0.00	0.079
207	20.66	0	0.598	0.4215	-0.00	-0.026
208	20.75	0	0.598	0.4240	0.00	-0.028
209	20.84	0	0.597	0.4297	0.00	-0.065
210	20.93	0	0.598	0.4252	-0.00	0.050
211	21.02	0	0.598	0.4317	-0.00	-0.072
212	21.11	0	0.597	0.4365	0.01	-0.055
213	21.20	0	0.597	0.4379	-0.00	-0.014
214	21.29	0	0.597	0.4434	0.00	-0.061
215	21.38	0	0.597	0.4440	0.00	-0.006
216	21.49	0	0.596	0.4430	0.00	0.009
217	21.58	0	0.596	0.4439	0.00	-0.010
218	21.66	0	0.596	0.4290	0.00	0.170
219	21.75	0	0.595	0.4339	0.01	-0.055
220	21.84	0	0.595	0.4363	0.00	-0.027
221	21.93	0	0.595	0.4348	-0.00	0.018
222	22.02	0	0.595	0.4419	0.00	-0.081
